Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Percent Electric Vehicles
February 28 2017,Honolulu,HI,Passenger,0,1,1,301,0.33
February 28 2017,Madison,ID,Passenger,1,0,1,23,4.17
February 28 2017,Shoshone,ID,Passenger,0,1,1,65,1.52
February 28 2017,Saint Clair,IL,Passenger,1,0,1,158,0.63
February 28 2017,Hardin,KY,Passenger,0,1,1,89,1.11
February 28 2017,Nantucket,MA,Passenger,1,0,1,2,33.33
February 28 2017,Anne Arundel,MD,Passenger,0,1,1,406,0.25
February 28 2017,Calvert,MD,Passenger,0,1,1,48,2.04
February 28 2017,Howard,MD,Passenger,0,1,1,71,1.39
February 28 2017,Wayne,MI,Passenger,0,2,2,29,6.45
February 28 2017,Dakota,MN,Passenger,0,1,1,17,5.56
February 28 2017,Jackson,MO,Passenger,1,0,1,43,2.27
February 28 2017,Cascade,MT,Passenger,0,1,1,32,3.03
February 28 2017,Missoula,MT,Passenger,1,0,1,28,3.45
February 28 2017,Cumberland,NC,Passenger,1,0,1,478,0.21
February 28 2017,Durham,NC,Passenger,0,1,1,16,5.88
February 28 2017,Guilford,NC,Passenger,1,0,1,21,4.55
February 28 2017,Bergen,NJ,Passenger,0,2,2,9,18.18
February 28 2017,Clark,NV,Passenger,0,1,1,459,0.22
February 28 2017,Elko,NV,Passenger,0,1,1,1,50.00
February 28 2017,Jefferson,NY,Passenger,0,1,1,180,0.55
February 28 2017,Lewis,NY,Passenger,0,1,1,3,25.00
February 28 2017,Monroe,NY,Passenger,1,0,1,20,4.76
February 28 2017,New York,NY,Passenger,0,1,1,56,1.75
February 28 2017,Saratoga,NY,Passenger,1,0,1,70,1.41
February 28 2017,Oklahoma,OK,Passenger,0,1,1,130,0.76
February 28 2017,Clackamas,OR,Passenger,1,1,2,202,0.98
February 28 2017,Douglas,OR,Passenger,0,1,1,41,2.38
February 28 2017,Marion,OR,Passenger,1,0,1,110,0.90
February 28 2017,Washington,OR,Passenger,0,1,1,363,0.27
February 28 2017,Northampton,PA,Passenger,2,0,2,185,1.07
February 28 2017,Montgomery,TN,Passenger,1,0,1,149,0.67
February 28 2017,Bexar,TX,Passenger,1,2,3,732,0.41
February 28 2017,Dallas,TX,Passenger,1,0,1,87,1.14
February 28 2017,Nueces,TX,Passenger,1,0,1,61,1.61
February 28 2017,Tarrant,TX,Passenger,0,2,2,175,1.13
February 28 2017,Travis,TX,Passenger,0,1,1,72,1.37
February 28 2017,Salt Lake,UT,Passenger,0,1,1,169,0.59
February 28 2017,Arlington,VA,Passenger,0,1,1,112,0.88
February 28 2017,Fairfax,VA,Passenger,1,4,5,554,0.89
February 28 2017,Prince William,VA,Passenger,0,2,2,189,1.05
February 28 2017,Virginia Beach City,VA,Passenger,1,0,1,380,0.26
February 28 2017,,WA,Passenger,0,1,1,35,2.78
February 28 2017,,WA,Truck,0,0,0,12,0.00
February 28 2017,Adams,WA,Passenger,3,2,5,12499,0.04
February 28 2017,Adams,WA,Truck,0,0,0,5263,0.00
February 28 2017,Asotin,WA,Passenger,4,4,8,12644,0.06
February 28 2017,Asotin,WA,Truck,0,0,0,6782,0.00
February 28 2017,Benton,WA,Passenger,136,135,271,130276,0.21
February 28 2017,Benton,WA,Truck,0,0,0,41057,0.00
February 28 2017,Chelan,WA,Passenger,62,35,97,53229,0.18
February 28 2017,Chelan,WA,Truck,0,0,0,21922,0.00
February 28 2017,Clallam,WA,Passenger,77,66,143,49539,0.29
February 28 2017,Clallam,WA,Truck,0,0,0,21784,0.00
February 28 2017,Clark,WA,Passenger,710,460,1170,302672,0.39
February 28 2017,Clark,WA,Truck,0,0,0,79486,0.00
February 28 2017,Columbia,WA,Passenger,0,1,1,2367,0.04
February 28 2017,Columbia,WA,Truck,0,0,0,1562,0.00
February 28 2017,Cowlitz,WA,Passenger,49,54,103,70419,0.15
February 28 2017,Cowlitz,WA,Truck,0,0,0,28764,0.00
February 28 2017,Douglas,WA,Passenger,33,19,52,27151,0.19
February 28 2017,Douglas,WA,Truck,0,0,0,11707,0.00
February 28 2017,Ferry,WA,Passenger,2,2,4,4487,0.09
February 28 2017,Ferry,WA,Truck,0,0,0,3696,0.00
February 28 2017,Franklin,WA,Passenger,25,43,68,56387,0.12
February 28 2017,Franklin,WA,Truck,0,0,0,18440,0.00
February 28 2017,Garfield,WA,Passenger,0,0,0,1324,0.00
February 28 2017,Garfield,WA,Truck,0,0,0,969,0.00
February 28 2017,Grant,WA,Passenger,20,30,50,62322,0.08
February 28 2017,Grant,WA,Truck,0,0,0,26317,0.00
February 28 2017,Grays Harbor,WA,Passenger,28,32,60,45885,0.13
February 28 2017,Grays Harbor,WA,Truck,0,0,0,20731,0.00
February 28 2017,Island,WA,Passenger,106,140,246,62538,0.39
February 28 2017,Island,WA,Truck,0,0,0,21468,0.00
February 28 2017,Jefferson,WA,Passenger,92,58,150,24226,0.62
February 28 2017,Jefferson,WA,Truck,0,0,0,9719,0.00
February 28 2017,King,WA,Passenger,9096,4057,13153,1386501,0.94
February 28 2017,King,WA,Truck,8,1,9,191779,0.00
February 28 2017,Kitsap,WA,Passenger,574,302,876,177794,0.49
February 28 2017,Kitsap,WA,Truck,1,0,1,54019,0.00
February 28 2017,Kittitas,WA,Passenger,23,17,40,28715,0.14
February 28 2017,Kittitas,WA,Truck,0,0,0,14170,0.00
February 28 2017,Klickitat,WA,Passenger,21,27,48,15125,0.32
February 28 2017,Klickitat,WA,Truck,0,0,0,8247,0.00
February 28 2017,Lewis,WA,Passenger,49,50,99,56996,0.17
February 28 2017,Lewis,WA,Truck,0,0,0,26121,0.00
February 28 2017,Lincoln,WA,Passenger,0,3,3,7662,0.04
February 28 2017,Lincoln,WA,Truck,0,0,0,4584,0.00
February 28 2017,Mason,WA,Passenger,56,64,120,44714,0.27
February 28 2017,Mason,WA,Truck,0,0,0,20110,0.00
February 28 2017,Okanogan,WA,Passenger,3,19,22,26719,0.08
February 28 2017,Okanogan,WA,Truck,0,0,0,17191,0.00
February 28 2017,Pacific,WA,Passenger,5,7,12,15466,0.08
February 28 2017,Pacific,WA,Truck,0,0,0,7780,0.00
February 28 2017,Pend Oreille,WA,Passenger,2,2,4,9549,0.04
February 28 2017,Pend Oreille,WA,Truck,0,0,0,5811,0.00
February 28 2017,Pierce,WA,Passenger,858,847,1705,539444,0.32
February 28 2017,Pierce,WA,Truck,0,0,0,142660,0.00
February 28 2017,San Juan,WA,Passenger,95,38,133,13998,0.94
February 28 2017,San Juan,WA,Truck,0,0,0,5781,0.00
February 28 2017,Skagit,WA,Passenger,125,105,230,89841,0.26
February 28 2017,Skagit,WA,Truck,1,0,1,32491,0.00
February 28 2017,Skamania,WA,Passenger,7,6,13,8690,0.15
February 28 2017,Skamania,WA,Truck,0,0,0,4023,0.00
February 28 2017,Snohomish,WA,Passenger,1623,909,2532,523122,0.48
February 28 2017,Snohomish,WA,Truck,1,0,1,125775,0.00
February 28 2017,Spokane,WA,Passenger,232,237,469,303971,0.15
February 28 2017,Spokane,WA,Truck,1,1,2,94399,0.00
February 28 2017,Stevens,WA,Passenger,7,23,30,31673,0.09
February 28 2017,Stevens,WA,Truck,0,0,0,18840,0.00
February 28 2017,Thurston,WA,Passenger,367,342,709,190511,0.37
February 28 2017,Thurston,WA,Truck,0,0,0,55179,0.00
February 28 2017,Wahkiakum,WA,Passenger,1,2,3,2787,0.11
February 28 2017,Wahkiakum,WA,Truck,0,0,0,1598,0.00
February 28 2017,Walla Walla,WA,Passenger,15,23,38,35629,0.11
February 28 2017,Walla Walla,WA,Truck,0,0,0,13632,0.00
February 28 2017,Whatcom,WA,Passenger,415,167,582,144807,0.40
February 28 2017,Whatcom,WA,Truck,2,0,2,42437,0.00
February 28 2017,Whitman,WA,Passenger,7,20,27,22428,0.12
February 28 2017,Whitman,WA,Truck,0,0,0,8645,0.00
February 28 2017,Yakima,WA,Passenger,38,56,94,162696,0.06
February 28 2017,Yakima,WA,Truck,0,0,0,59316,0.00
February 28 2017,Dane,WI,Passenger,1,0,1,125,0.79
March 31 2017,Russell,AL,Passenger,1,0,1,34,2.86
March 31 2017,Baxter,AR,Passenger,0,1,1,0,100.00
March 31 2017,Pima,AZ,Passenger,0,1,1,183,0.54
March 31 2017,Alameda,CA,Passenger,3,1,4,198,1.98
March 31 2017,Orange,CA,Passenger,0,1,1,354,0.28
March 31 2017,San Diego,CA,Passenger,1,1,2,1832,0.11
March 31 2017,Santa Clara,CA,Passenger,2,0,2,204,0.97
March 31 2017,Ventura,CA,Passenger,0,2,2,266,0.75
March 31 2017,El Paso,CO,Passenger,1,1,2,510,0.39
March 31 2017,New London,CT,Passenger,0,1,1,182,0.55
March 31 2017,District Of Columbia,DC,Passenger,0,1,1,166,0.60
March 31 2017,Duval,FL,Passenger,1,0,1,195,0.51
March 31 2017,Miami-Dade,FL,Passenger,0,1,1,81,1.22
March 31 2017,Okaloosa,FL,Passenger,1,0,1,96,1.03
March 31 2017,Cobb,GA,Passenger,0,1,1,31,3.12
March 31 2017,Dekalb,GA,Passenger,1,0,1,45,2.17
March 31 2017,Fulton,GA,Passenger,0,1,1,57,1.72
March 31 2017,Honolulu,HI,Passenger,0,1,1,286,0.35
March 31 2017,Madison,ID,Passenger,1,0,1,24,4.00
March 31 2017,Saint Clair,IL,Passenger,1,0,1,152,0.65
March 31 2017,Hardin,KY,Passenger,0,1,1,87,1.14
March 31 2017,Nantucket,MA,Passenger,1,0,1,2,33.33
March 31 2017,Anne Arundel,MD,Passenger,0,1,1,394,0.25
March 31 2017,Calvert,MD,Passenger,0,1,1,47,2.08
March 31 2017,Howard,MD,Passenger,0,1,1,71,1.39
March 31 2017,Wayne,MI,Passenger,0,1,1,32,3.03
March 31 2017,Dakota,MN,Passenger,0,1,1,17,5.56
March 31 2017,Jackson,MO,Passenger,1,0,1,40,2.44
March 31 2017,Cascade,MT,Passenger,0,1,1,33,2.94
March 31 2017,Missoula,MT,Passenger,1,0,1,28,3.45
March 31 2017,Cumberland,NC,Passenger,1,0,1,473,0.21
March 31 2017,Guilford,NC,Passenger,1,0,1,20,4.76
March 31 2017,Bergen,NJ,Passenger,0,2,2,9,18.18
March 31 2017,Clark,NV,Passenger,0,1,1,435,0.23
March 31 2017,Elko,NV,Passenger,0,1,1,1,50.00
March 31 2017,Jefferson,NY,Passenger,0,1,1,178,0.56
March 31 2017,Lewis,NY,Passenger,0,1,1,3,25.00
March 31 2017,Monroe,NY,Passenger,1,0,1,20,4.76
March 31 2017,New York,NY,Passenger,0,1,1,56,1.75
March 31 2017,Saratoga,NY,Passenger,1,0,1,68,1.45
March 31 2017,Oklahoma,OK,Passenger,0,1,1,109,0.91
March 31 2017,Clackamas,OR,Passenger,1,1,2,180,1.10
March 31 2017,Douglas,OR,Passenger,0,1,1,37,2.63
March 31 2017,Marion,OR,Passenger,1,0,1,100,0.99
March 31 2017,Washington,OR,Passenger,0,1,1,339,0.29
March 31 2017,Northampton,PA,Passenger,2,0,2,159,1.24
March 31 2017,Montgomery,TN,Passenger,1,0,1,142,0.70
March 31 2017,Bexar,TX,Passenger,1,2,3,654,0.46
March 31 2017,Dallas,TX,Passenger,1,1,2,81,2.41
March 31 2017,Nueces,TX,Passenger,1,0,1,62,1.59
March 31 2017,Tarrant,TX,Passenger,0,2,2,156,1.27
March 31 2017,Travis,TX,Passenger,0,1,1,64,1.54
March 31 2017,Salt Lake,UT,Passenger,0,1,1,146,0.68
March 31 2017,Arlington,VA,Passenger,0,1,1,110,0.90
March 31 2017,Fairfax,VA,Passenger,1,4,5,537,0.92
March 31 2017,Prince William,VA,Passenger,0,2,2,183,1.08
March 31 2017,Virginia Beach City,VA,Passenger,1,0,1,375,0.27
March 31 2017,,WA,Passenger,0,1,1,35,2.78
March 31 2017,,WA,Truck,0,0,0,13,0.00
March 31 2017,Adams,WA,Passenger,3,4,7,12487,0.06
March 31 2017,Adams,WA,Truck,0,0,0,5266,0.00
March 31 2017,Asotin,WA,Passenger,5,3,8,12661,0.06
March 31 2017,Asotin,WA,Truck,0,0,0,6806,0.00
March 31 2017,Benton,WA,Passenger,143,142,285,130605,0.22
March 31 2017,Benton,WA,Truck,0,0,0,41158,0.00
March 31 2017,Chelan,WA,Passenger,62,37,99,53200,0.19
March 31 2017,Chelan,WA,Truck,0,0,0,21916,0.00
March 31 2017,Clallam,WA,Passenger,79,68,147,49639,0.30
March 31 2017,Clallam,WA,Truck,0,0,0,21788,0.00
March 31 2017,Clark,WA,Passenger,733,480,1213,303295,0.40
March 31 2017,Clark,WA,Truck,0,0,0,79598,0.00
March 31 2017,Columbia,WA,Passenger,0,1,1,2372,0.04
March 31 2017,Columbia,WA,Truck,0,0,0,1557,0.00
March 31 2017,Cowlitz,WA,Passenger,50,57,107,70710,0.15
March 31 2017,Cowlitz,WA,Truck,0,0,0,28823,0.00
March 31 2017,Douglas,WA,Passenger,32,19,51,27196,0.19
March 31 2017,Douglas,WA,Truck,0,0,0,11761,0.00
March 31 2017,Ferry,WA,Passenger,2,2,4,4483,0.09
March 31 2017,Ferry,WA,Truck,0,0,0,3693,0.00
March 31 2017,Franklin,WA,Passenger,26,48,74,56513,0.13
March 31 2017,Franklin,WA,Truck,0,0,0,18496,0.00
March 31 2017,Garfield,WA,Passenger,0,0,0,1315,0.00
March 31 2017,Garfield,WA,Truck,0,0,0,976,0.00
March 31 2017,Grant,WA,Passenger,21,30,51,62532,0.08
March 31 2017,Grant,WA,Truck,0,0,0,26361,0.00
March 31 2017,Grays Harbor,WA,Passenger,29,36,65,46095,0.14
March 31 2017,Grays Harbor,WA,Truck,0,0,0,20768,0.00
March 31 2017,Island,WA,Passenger,109,147,256,62840,0.41
March 31 2017,Island,WA,Truck,0,0,0,21516,0.00
March 31 2017,Jefferson,WA,Passenger,97,60,157,24278,0.64
March 31 2017,Jefferson,WA,Truck,0,0,0,9695,0.00
March 31 2017,King,WA,Passenger,9317,4137,13454,1385472,0.96
March 31 2017,King,WA,Truck,8,1,9,191304,0.00
March 31 2017,Kitsap,WA,Passenger,590,309,899,178317,0.50
March 31 2017,Kitsap,WA,Truck,1,0,1,54037,0.00
March 31 2017,Kittitas,WA,Passenger,24,18,42,28782,0.15
March 31 2017,Kittitas,WA,Truck,0,0,0,14215,0.00
March 31 2017,Klickitat,WA,Passenger,22,28,50,15143,0.33
March 31 2017,Klickitat,WA,Truck,0,0,0,8258,0.00
March 31 2017,Lewis,WA,Passenger,50,53,103,57191,0.18
March 31 2017,Lewis,WA,Truck,0,0,0,26178,0.00
March 31 2017,Lincoln,WA,Passenger,0,3,3,7657,0.04
March 31 2017,Lincoln,WA,Truck,0,0,0,4594,0.00
March 31 2017,Mason,WA,Passenger,59,66,125,44883,0.28
March 31 2017,Mason,WA,Truck,0,0,0,20159,0.00
March 31 2017,Okanogan,WA,Passenger,3,20,23,26712,0.09
March 31 2017,Okanogan,WA,Truck,0,0,0,17206,0.00
March 31 2017,Pacific,WA,Passenger,6,9,15,15555,0.10
March 31 2017,Pacific,WA,Truck,0,0,0,7789,0.00
March 31 2017,Pend Oreille,WA,Passenger,2,2,4,9547,0.04
March 31 2017,Pend Oreille,WA,Truck,0,0,0,5831,0.00
March 31 2017,Pierce,WA,Passenger,875,861,1736,539690,0.32
March 31 2017,Pierce,WA,Truck,0,0,0,142397,0.00
March 31 2017,San Juan,WA,Passenger,96,39,135,14005,0.95
March 31 2017,San Juan,WA,Truck,0,0,0,5797,0.00
March 31 2017,Skagit,WA,Passenger,130,111,241,90165,0.27
March 31 2017,Skagit,WA,Truck,1,0,1,32533,0.00
March 31 2017,Skamania,WA,Passenger,8,7,15,8693,0.17
March 31 2017,Skamania,WA,Truck,0,0,0,4038,0.00
March 31 2017,Snohomish,WA,Passenger,1679,933,2612,522905,0.50
March 31 2017,Snohomish,WA,Truck,1,0,1,125661,0.00
March 31 2017,Spokane,WA,Passenger,239,242,481,304552,0.16
March 31 2017,Spokane,WA,Truck,1,1,2,94461,0.00
March 31 2017,Stevens,WA,Passenger,7,22,29,31677,0.09
March 31 2017,Stevens,WA,Truck,0,0,0,18830,0.00
March 31 2017,Thurston,WA,Passenger,379,348,727,191114,0.38
March 31 2017,Thurston,WA,Truck,0,0,0,55194,0.00
March 31 2017,Wahkiakum,WA,Passenger,1,3,4,2799,0.14
March 31 2017,Wahkiakum,WA,Truck,0,0,0,1608,0.00
March 31 2017,Walla Walla,WA,Passenger,18,24,42,35701,0.12
March 31 2017,Walla Walla,WA,Truck,0,0,0,13682,0.00
March 31 2017,Whatcom,WA,Passenger,432,176,608,145215,0.42
March 31 2017,Whatcom,WA,Truck,2,0,2,42521,0.00
March 31 2017,Whitman,WA,Passenger,8,20,28,22443,0.12
March 31 2017,Whitman,WA,Truck,0,0,0,8652,0.00
March 31 2017,Yakima,WA,Passenger,38,56,94,162887,0.06
March 31 2017,Yakima,WA,Truck,0,0,0,59362,0.00
March 31 2017,Dane,WI,Passenger,1,0,1,109,0.91
April 30 2017,Russell,AL,Passenger,1,0,1,33,2.94
April 30 2017,Baxter,AR,Passenger,0,1,1,0,100.00
April 30 2017,Pima,AZ,Passenger,0,1,1,180,0.55
April 30 2017,Alameda,CA,Passenger,2,1,3,193,1.53
April 30 2017,Orange,CA,Passenger,0,1,1,336,0.30
April 30 2017,San Diego,CA,Passenger,1,1,2,1771,0.11
April 30 2017,Santa Clara,CA,Passenger,1,0,1,197,0.51
April 30 2017,Ventura,CA,Passenger,0,1,1,249,0.40
April 30 2017,El Paso,CO,Passenger,1,1,2,492,0.40
April 30 2017,New London,CT,Passenger,0,1,1,177,0.56
April 30 2017,District Of Columbia,DC,Passenger,0,1,1,165,0.60
April 30 2017,Duval,FL,Passenger,1,0,1,188,0.53
April 30 2017,Miami-Dade,FL,Passenger,0,1,1,80,1.23
April 30 2017,Okaloosa,FL,Passenger,1,0,1,94,1.05
April 30 2017,Cobb,GA,Passenger,0,1,1,30,3.23
April 30 2017,Dekalb,GA,Passenger,1,0,1,45,2.17
April 30 2017,Fulton,GA,Passenger,0,1,1,53,1.85
April 30 2017,Honolulu,HI,Passenger,0,1,1,271,0.37
April 30 2017,Madison,ID,Passenger,1,0,1,19,5.00
April 30 2017,Saint Clair,IL,Passenger,1,0,1,151,0.66
April 30 2017,Hardin,KY,Passenger,0,1,1,85,1.16
April 30 2017,Nantucket,MA,Passenger,1,0,1,2,33.33
April 30 2017,Anne Arundel,MD,Passenger,0,1,1,387,0.26
April 30 2017,Calvert,MD,Passenger,0,1,1,46,2.13
April 30 2017,Howard,MD,Passenger,0,1,1,72,1.37
April 30 2017,Ottawa,MI,Passenger,0,1,1,9,10.00
April 30 2017,Wayne,MI,Passenger,0,1,1,29,3.33
April 30 2017,Dakota,MN,Passenger,0,1,1,16,5.88
April 30 2017,Jackson,MO,Passenger,1,0,1,40,2.44
April 30 2017,Cascade,MT,Passenger,0,1,1,32,3.03
April 30 2017,Missoula,MT,Passenger,1,0,1,24,4.00
April 30 2017,Cumberland,NC,Passenger,1,0,1,460,0.22
April 30 2017,Guilford,NC,Passenger,1,0,1,20,4.76
April 30 2017,Bergen,NJ,Passenger,0,2,2,9,18.18
April 30 2017,Clark,NV,Passenger,0,1,1,419,0.24
April 30 2017,Elko,NV,Passenger,0,1,1,1,50.00
April 30 2017,Jefferson,NY,Passenger,0,1,1,171,0.58
April 30 2017,Lewis,NY,Passenger,0,1,1,3,25.00
April 30 2017,Monroe,NY,Passenger,1,0,1,18,5.26
April 30 2017,New York,NY,Passenger,0,1,1,55,1.79
April 30 2017,Saratoga,NY,Passenger,1,0,1,66,1.49
April 30 2017,Clackamas,OR,Passenger,1,0,1,161,0.62
April 30 2017,Douglas,OR,Passenger,0,1,1,36,2.70
April 30 2017,Marion,OR,Passenger,1,0,1,85,1.16
April 30 2017,Washington,OR,Passenger,0,1,1,308,0.32
April 30 2017,Northampton,PA,Passenger,2,0,2,143,1.38
April 30 2017,Montgomery,TN,Passenger,1,0,1,142,0.70
April 30 2017,Bexar,TX,Passenger,1,0,1,582,0.17
April 30 2017,Dallas,TX,Passenger,0,1,1,71,1.39
April 30 2017,Nueces,TX,Passenger,1,0,1,59,1.67
April 30 2017,Tarrant,TX,Passenger,0,2,2,142,1.39
April 30 2017,Travis,TX,Passenger,0,1,1,62,1.59
April 30 2017,Salt Lake,UT,Passenger,0,1,1,129,0.77
April 30 2017,Arlington,VA,Passenger,0,1,1,106,0.93
April 30 2017,Fairfax,VA,Passenger,1,4,5,525,0.94
April 30 2017,Prince William,VA,Passenger,0,2,2,180,1.10
April 30 2017,Virginia Beach City,VA,Passenger,1,0,1,361,0.28
April 30 2017,,WA,Passenger,0,1,1,40,2.44
April 30 2017,,WA,Truck,0,0,0,13,0.00
April 30 2017,Adams,WA,Passenger,3,3,6,12512,0.05
April 30 2017,Adams,WA,Truck,0,0,0,5272,0.00
April 30 2017,Asotin,WA,Passenger,6,3,9,12675,0.07
April 30 2017,Asotin,WA,Truck,0,0,0,6810,0.00
April 30 2017,Benton,WA,Passenger,146,143,289,130871,0.22
April 30 2017,Benton,WA,Truck,0,0,0,41199,0.00
April 30 2017,Chelan,WA,Passenger,62,37,99,53242,0.19
April 30 2017,Chelan,WA,Truck,0,0,0,21925,0.00
April 30 2017,Clallam,WA,Passenger,82,71,153,49706,0.31
April 30 2017,Clallam,WA,Truck,0,0,0,21741,0.00
April 30 2017,Clark,WA,Passenger,772,495,1267,303621,0.42
April 30 2017,Clark,WA,Truck,0,0,0,79613,0.00
April 30 2017,Columbia,WA,Passenger,0,1,1,2377,0.04
April 30 2017,Columbia,WA,Truck,0,0,0,1567,0.00
April 30 2017,Cowlitz,WA,Passenger,51,57,108,70773,0.15
April 30 2017,Cowlitz,WA,Truck,0,0,0,28819,0.00
April 30 2017,Douglas,WA,Passenger,33,21,54,27212,0.20
April 30 2017,Douglas,WA,Truck,0,0,0,11779,0.00
April 30 2017,Ferry,WA,Passenger,2,2,4,4498,0.09
April 30 2017,Ferry,WA,Truck,0,0,0,3689,0.00
April 30 2017,Franklin,WA,Passenger,27,48,75,56610,0.13
April 30 2017,Franklin,WA,Truck,0,0,0,18557,0.00
April 30 2017,Garfield,WA,Passenger,0,0,0,1310,0.00
April 30 2017,Garfield,WA,Truck,0,0,0,974,0.00
April 30 2017,Grant,WA,Passenger,22,30,52,62700,0.08
April 30 2017,Grant,WA,Truck,0,0,0,26423,0.00
April 30 2017,Grays Harbor,WA,Passenger,32,39,71,46190,0.15
April 30 2017,Grays Harbor,WA,Truck,0,0,0,20750,0.00
April 30 2017,Island,WA,Passenger,113,145,258,63085,0.41
April 30 2017,Island,WA,Truck,0,0,0,21558,0.00
April 30 2017,Jefferson,WA,Passenger,101,59,160,24384,0.65
April 30 2017,Jefferson,WA,Truck,0,0,0,9693,0.00
April 30 2017,King,WA,Passenger,9563,4221,13784,1382241,0.99
April 30 2017,King,WA,Truck,8,1,9,190589,0.00
April 30 2017,Kitsap,WA,Passenger,604,318,922,178635,0.51
April 30 2017,Kitsap,WA,Truck,1,0,1,54053,0.00
April 30 2017,Kittitas,WA,Passenger,27,19,46,28871,0.16
April 30 2017,Kittitas,WA,Truck,0,0,0,14255,0.00
April 30 2017,Klickitat,WA,Passenger,23,28,51,15149,0.34
April 30 2017,Klickitat,WA,Truck,0,0,0,8269,0.00
April 30 2017,Lewis,WA,Passenger,51,52,103,57315,0.18
April 30 2017,Lewis,WA,Truck,0,0,0,26182,0.00
April 30 2017,Lincoln,WA,Passenger,0,3,3,7650,0.04
April 30 2017,Lincoln,WA,Truck,0,0,0,4596,0.00
April 30 2017,Mason,WA,Passenger,58,65,123,44983,0.27
April 30 2017,Mason,WA,Truck,0,0,0,20183,0.00
April 30 2017,Okanogan,WA,Passenger,3,20,23,26656,0.09
April 30 2017,Okanogan,WA,Truck,0,0,0,17150,0.00
April 30 2017,Pacific,WA,Passenger,9,9,18,15555,0.12
April 30 2017,Pacific,WA,Truck,0,0,0,7788,0.00
April 30 2017,Pend Oreille,WA,Passenger,2,2,4,9570,0.04
April 30 2017,Pend Oreille,WA,Truck,0,0,0,5846,0.00
April 30 2017,Pierce,WA,Passenger,915,887,1802,539652,0.33
April 30 2017,Pierce,WA,Truck,0,0,0,142210,0.00
April 30 2017,San Juan,WA,Passenger,107,40,147,14063,1.03
April 30 2017,San Juan,WA,Truck,0,0,0,5780,0.00
April 30 2017,Skagit,WA,Passenger,135,116,251,90318,0.28
April 30 2017,Skagit,WA,Truck,1,0,1,32517,0.00
April 30 2017,Skamania,WA,Passenger,8,7,15,8690,0.17
April 30 2017,Skamania,WA,Truck,0,0,0,4025,0.00
April 30 2017,Snohomish,WA,Passenger,1736,946,2682,522697,0.51
April 30 2017,Snohomish,WA,Truck,1,0,1,125512,0.00
April 30 2017,Spokane,WA,Passenger,243,250,493,305006,0.16
April 30 2017,Spokane,WA,Truck,1,1,2,94479,0.00
April 30 2017,Stevens,WA,Passenger,9,23,32,31601,0.10
April 30 2017,Stevens,WA,Truck,0,0,0,18812,0.00
April 30 2017,Thurston,WA,Passenger,400,354,754,191512,0.39
April 30 2017,Thurston,WA,Truck,0,0,0,55188,0.00
April 30 2017,Wahkiakum,WA,Passenger,1,3,4,2804,0.14
April 30 2017,Wahkiakum,WA,Truck,0,0,0,1608,0.00
April 30 2017,Walla Walla,WA,Passenger,20,26,46,35677,0.13
April 30 2017,Walla Walla,WA,Truck,0,0,0,13668,0.00
April 30 2017,Whatcom,WA,Passenger,458,180,638,145480,0.44
April 30 2017,Whatcom,WA,Truck,2,0,2,42576,0.00
April 30 2017,Whitman,WA,Passenger,8,21,29,22469,0.13
April 30 2017,Whitman,WA,Truck,0,0,0,8641,0.00
April 30 2017,Yakima,WA,Passenger,40,60,100,162936,0.06
April 30 2017,Yakima,WA,Truck,0,0,0,59321,0.00
April 30 2017,Dane,WI,Passenger,1,0,1,99,1.00
May 31 2017,Russell,AL,Passenger,1,0,1,33,2.94
May 31 2017,Baxter,AR,Passenger,0,1,1,0,100.00
May 31 2017,Pima,AZ,Passenger,0,1,1,179,0.56
May 31 2017,Alameda,CA,Passenger,1,1,2,182,1.09
May 31 2017,Orange,CA,Passenger,0,1,1,321,0.31
May 31 2017,San Diego,CA,Passenger,1,1,2,1718,0.12
May 31 2017,Ventura,CA,Passenger,0,1,1,242,0.41
May 31 2017,El Paso,CO,Passenger,1,1,2,470,0.42
May 31 2017,New London,CT,Passenger,0,1,1,168,0.59
May 31 2017,District Of Columbia,DC,Passenger,0,1,1,162,0.61
May 31 2017,Duval,FL,Passenger,1,0,1,186,0.53
May 31 2017,Miami-Dade,FL,Passenger,0,1,1,77,1.28
May 31 2017,Okaloosa,FL,Passenger,1,0,1,86,1.15
May 31 2017,Cobb,GA,Passenger,0,1,1,30,3.23
May 31 2017,Dekalb,GA,Passenger,1,0,1,43,2.27
May 31 2017,Fulton,GA,Passenger,0,1,1,51,1.92
May 31 2017,Honolulu,HI,Passenger,0,1,1,266,0.37
May 31 2017,Madison,ID,Passenger,1,0,1,19,5.00
May 31 2017,Hardin,KY,Passenger,0,1,1,83,1.19
May 31 2017,Nantucket,MA,Passenger,1,0,1,2,33.33
May 31 2017,Anne Arundel,MD,Passenger,0,1,1,382,0.26
May 31 2017,Calvert,MD,Passenger,0,1,1,44,2.22
May 31 2017,Howard,MD,Passenger,0,1,1,71,1.39
May 31 2017,Ottawa,MI,Passenger,0,1,1,9,10.00
May 31 2017,Wayne,MI,Passenger,0,1,1,28,3.45
May 31 2017,Dakota,MN,Passenger,0,1,1,16,5.88
May 31 2017,Jackson,MO,Passenger,1,0,1,36,2.70
