Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Percent Electric Vehicles
May 31 2019,Wayne,MI,Passenger,0,1,1,16,5.88
May 31 2019,Cumberland,NC,Passenger,0,1,1,221,0.45
May 31 2019,Elko,NV,Passenger,0,1,1,0,100.00
May 31 2019,Saratoga,NY,Passenger,1,0,1,34,2.86
May 31 2019,Oklahoma,OK,Passenger,0,1,1,31,3.12
May 31 2019,Marion,OR,Passenger,1,0,1,21,4.55
May 31 2019,Washington,OR,Passenger,0,1,1,123,0.81
May 31 2019,Bexar,TX,Passenger,1,0,1,205,0.49
May 31 2019,Guadalupe,TX,Passenger,1,0,1,19,5.00
May 31 2019,Nueces,TX,Passenger,1,0,1,34,2.86
May 31 2019,Arlington,VA,Passenger,0,1,1,65,1.52
May 31 2019,Fairfax,VA,Passenger,1,3,4,305,1.29
May 31 2019,Prince William,VA,Passenger,0,1,1,101,0.98
May 31 2019,Virginia Beach City,VA,Passenger,1,0,1,213,0.47
